Text1,Text2,Class,GroupId,RowInGroup
All UAV data transmission shall be secure against authenticated access.,The Aviary shall support autonomous mission plans as well as Pilot-directed flight.,Neutral,173,17
All UAV data transmission shall be secure against authenticated access.,The Viewer has no control over the flight or camera of the UAV,Neutral,173,18
All UAV data transmission shall be secure against authenticated access.,The UAV shall send the Pilot real-time information about error messages impacting the mission.,Neutral,173,19
All UAV data transmission shall be secure against authenticated access.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of low to strong winds.",Neutral,173,20
All UAV data transmission shall be secure against authenticated access.,The UAV shall be able to reach destination autonomously upon receiving a command from the Pilot or when a definable event has occurred.,Neutral,173,21
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about error messages impacting the mission.,Conflict,174,1
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about malfunctions that don't impact the mission.,Conflict,174,2
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time data about malfunctions that impact the mission.,Conflict,174,3
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about malfunctions that impact the mission.,Conflict,174,4
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall instantaneously transmit information to the Pilot regarding mission-impacting failures.,Conflict,174,5
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about optimizations that impact the mission. ,Conflict,174,6
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time data about errors that affect the mission. ,Conflict,174,7
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about all malfunctions.,Conflict,174,8
The UAV shall send the Pilot information about weather that impacts the mission.,The Hummingbird shall send the Pilot real-time information about malfunctions that impact the mission.,Conflict,174,9
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about directions that impact the mission.,Conflict,174,10
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about any problems that occur during mission.,Conflict,174,11
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot real-time information about any malfunctions that occurr.,Conflict,174,12
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall send the Pilot only real-time information about malfunctions that impact the mission.,Conflict,174,13
The UAV shall send the Pilot information about weather that impacts the mission.,"The UAV shall send the Pilot information with no more than 3-second delay, about malfunctions that impact the mission.",Conflict,174,14
The UAV shall send the Pilot information about weather that impacts the mission.,Remote viewer navigation shall be enabled through video streaming by no more than four operaters.,Neutral,174,15
The UAV shall send the Pilot information about weather that impacts the mission.,One adult is sufficient to lift the UAV,Neutral,174,16
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV may transmit data to unknown devices,Neutral,174,17
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Neutral,174,18
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall only transmit information to any authenticated devices.,Neutral,174,19
The UAV shall send the Pilot information about weather that impacts the mission.,"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.",Neutral,174,20
The UAV shall send the Pilot information about weather that impacts the mission.,The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,Neutral,174,21
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication is lost and and hover in position until communication is reestablished,Conflict,175,1
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume or return to 'home' unless communication is reestablished.,Conflict,175,2
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall hover in-position when a Pilot communication loss has been detected and resume only when communication is reestablished.,Conflict,175,3
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume and attempt to hover in position until communication is reestablished.,Conflict,175,4
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,"The UAV shall detect a loss of communication with the Pilot, wait for communication to resume, and hover in place until communication is resumed.",Conflict,175,5
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communicaion loss and either wait for communication to resume or attempt to hover in position until communication is reestablished. ,Conflict,175,6
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of communication loss with Pilot and both wait for communication to continue and try to hover in location until communication is restored. ,Conflict,175,7
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume and attempt to land and wait until communication is reestablished.,Conflict,175,8
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The Hummingbird shall detect instances of Pilot communication loss and wait for communication to resume and attempt to maintain its position until communication is reestablished.,Conflict,175,9
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss and either wait for communication or resume and attempt to hover in position until communication is reestablished.,Conflict,175,10
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss and upon doing so wait for communication to resume and attempt to hover in position until any communication is reestablished.,Conflict,175,11
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV detect instances of Pilot communication loss and either wait for communication to resume or attempt to hover in position until communication is reestablished.,Conflict,175,12
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,"After detecting any instances of Pilot communication loss, the UAV shall wait for resumed communication and in the meanwhile attempt to hover in position until communication is reestablished.",Conflict,175,13
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall detect instances of Pilot communication loss.  It shall wait for communication to resume and continue along its pre-existing path until communication is reestablished.,Conflict,175,14
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV visual feed should include a flash camera capability,Neutral,175,15
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,"The Pilot controller shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints outside of the flight range of the Hummingbird.",Neutral,175,16
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,All Pilot communication with the UAV shall not require a secure connection.,Neutral,175,17
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The Pilot controller shall discover instances of communication loss and automatically reconnect,Neutral,175,18
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV visual feed should include a night time IR camera capability,Neutral,175,19
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",Neutral,175,20
The UAV shall detect instances of remote viewing app communication success and hover in position when communication is unstable.,The UAV shall be able to return to its starting waypoint autonomously upon receiving a command from the Pilot or when a definable event has occurred.,Neutral,175,21
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall send the Pilot the power and estimated flight time remaining every 1-2 minutes.,Conflict,176,1
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall continuosly  send the Pilot the power and estimated flight time remaining.,Conflict,176,2
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAV shall send the Pilot the power and estimated flight time remaining on a periodic interval.,Conflict,176,3
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall periodically send the Pilot the power and estimated flight time remaining.,Conflict,176,4
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall periodically transmit the available flight time to the pilot.,Conflict,176,5
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall continuously send the Pilot the power and estimated flight time remaining. ,Conflict,176,6
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall regularly transmit the power and esimated flight time reamining to the pilot. ,Conflict,176,7
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall send the Pilot the power and estimated flight time remaining upon request.,Conflict,176,8
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,"Ocasionally, The Hummingbird shall send the Pilot the power and estimated flight time remaining.",Conflict,176,9
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,"The UAB, when a button pressed, shall send the Pilot the power and estimated flight time remaining.",Conflict,176,10
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall in a timely manner send the Pilot the power and estimated flight time remaining.,Conflict,176,11
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall send the Pilot the power and estimated flight time remaining when power is low.,Conflict,176,12
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAB shall every now and then send power and estimated flight time remaining information to the pilot.,Conflict,176,13
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,"The UAV shall send the Pilot the power and estimated flight time remaining, at no more than 30-second intervals.",Conflict,176,14
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAV shall send the Pilot information about weather that impacts the mission.,Neutral,176,15
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",Neutral,176,16
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAV shall hover in-position when a Pilot communication loss has been detected and resume only when communication is reestablished.,Neutral,176,17
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The UAV shall be visible to observers to at least 100ft in daylight and 25ft at night.,Neutral,176,18
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,"The Pilot shall be able to fly the UAV in reverse direction with respect to the UAV's ""forward looking"" position.",Neutral,176,19
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,All UAV data transmission must be secure against all unauthorized access.,Neutral,176,20
The UAB shall send the Pilot the power and estimated flight time remaining no less than every minute when the power reaches 10% or lower. ,The custom communications network shall provide connections for access between the pilot and the UAV,Neutral,176,21
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and 4 Viewers or less.,Conflict,177,1
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a minimum of at least 4 Viewers.,Conflict,177,2
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and up to  4 Viewers.,Conflict,177,3
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict,177,4
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with multiple Viewers.,Conflict,177,5
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of at least 4 Viewers. ,Conflict,177,6
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict,177,7
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,"The UAV shall communicate with the Pilot Controller, with 4 Viewers observing.",Conflict,177,8
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at most 4 Viewers.,Conflict,177,9
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall be able to communicate with the Pilot Controller and a maximum of at least 4 Viewers.,Conflict,177,10
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller or a maximum of no more than 4 Viewers.,Conflict,177,11
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of 4 Viewers.,Conflict,177,12
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The UAV shall communicate with the Pilot Controller and a maximum of at least 6 Viewers.,Conflict,177,13
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate to high winds.",Neutral,177,14
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The Aviary shall provide a remote surveillance from the air of a location within 40 Km of the origin.,Neutral,177,15
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The Pilot controller shall connect or disconnect to at most three Hummingbirds in a secure fashion at any time.,Neutral,177,16
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,"TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Neutral,177,17
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Neutral,177,18
The UAV shall communicate with the Pilot Controller and at least 4 Viewers.,Remote surveillance should include video streaming for manual navigation of the surveillance platform and for remote viewer by at the minimum four independent operations personnel.,Neutral,177,19
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly below the Hummingbird and to at least 60 degrees in any direction from the down direction.,Conflict,178,1
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and up to 60 degrees in all directions from pointing directly down.,Conflict,178,2
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least -30 degrees from the horizontal in all directions from pointing directly down.,Conflict,178,3
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all directions from pointing directly down.,Conflict,178,4
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall point directly below the Hummingbird and be capable of capturing at least 60 degrees in all directions from directly below.,Conflict,178,5
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly above the Hummingbird and to at most 60 degrees in all direction from pointing directly down. ,Conflict,178,6
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly below the Hummingbird and to at least 60 degrees in all direction from pointing directly down. ,Conflict,178,7
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least 30 degrees in all directions from pointing directly down.,Conflict,178,8
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least 60 degrees in all other directions.,Conflict,178,9
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at most 60 degrees in all directions from pointing directly down.,Conflict,178,10
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly under the Hummingbird and to rotate at least 60 degrees in all directions from pointing directly down.,Conflict,178,11
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least 160 degrees in all directions from pointing directly down.,Conflict,178,12
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird as well as at least 60 degrees in all other relative directions.,Conflict,178,13
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,Conflict,178,14
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,Neutral,178,15
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,"TheAviary is a system of systems consisting of a pilot controller, UAV , and <= 4 Viewers.",Neutral,178,16
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The Aviary shall remotely monitor from the air locations extending up to 25 miles of the target.,Neutral,178,17
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,"The Bird Feeder shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Neutral,178,18
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The UAV shall fully charge in less than 3 days. ,Neutral,178,19
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and monitoring.",Neutral,178,20
The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,The UAV shall fully charge in less than 3 hours.,Neutral,178,21
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit live video to the Pilot and no more than 4 UAV Viewer devices.,Conflict,179,1
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit audio feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict,179,2
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Conflict,179,3
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict,179,4
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be capable of sending a video feed to the pilot and up to four UAV Viewers.,Conflict,179,5
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall not be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices. ,Conflict,179,6
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to concurrently communicate the video feed to a Pilot and up to 4 distinct UAV Viewer devices. ,Conflict,179,7
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 3 separate UAV Viewer devices.,Conflict,179,8
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to transmit video feed to the Pilot and up to 4 separate UAV Viewer devices at once.,Conflict,179,9
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to periodically transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Conflict,179,10
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to concurrently transmit video to the Pilot and up to 4 different UAV Viewer devices.,Conflict,179,11
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot or up to 2 separate UAV Viewer devices.,Conflict,179,12
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV must be able to simultaneously transmit video to the Pilot and up to 4 separate UAV Viewer devices.,Conflict,179,13
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 6 separate UAV Viewer devices.,Conflict,179,14
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The maximum round trip flight time for 40 miles shall be at least 1 hour in ideal weather. ,Neutral,179,15
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The Pilot controller shall detect instances of communication loss and automatically reconnect.,Neutral,179,16
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The UAV's direction of flight shall be dependent on its yaw (horizontal rotational orientation).,Neutral,179,17
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,The Pilot shall spin the UAV independent of its trajectory. ,Neutral,179,18
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,A single adult shall be able to lift and carry the UAV.,Neutral,179,19
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,"Ocasionally, The Hummingbird shall send the Pilot the power and estimated flight time remaining.",Neutral,179,20
The UAV shall be able to simultaneously transmit video feed to the Pilot and at least 4 separate UAV Viewer devices.,"The UAV shall detect a loss of communication with the Pilot, wait for communication to resume, and hover in place until communication is resumed.",Neutral,179,21
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall be at 720p resolution and frame rate.,Conflict,180,1
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 1280 x 1080 resolution and frame rate.,Conflict,180,2
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 1280 x 720 resolution and 60fps frame rate.,Conflict,180,3
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 720p resolution and frame rate.,Conflict,180,4
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have a high resolution and frame rate.,Conflict,180,5
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate. ,Conflict,180,6
The UAV video recording shall have 720p resolution and frame rate.,The UAV video stream shall have 720p resolution and frame rate. ,Conflict,180,7
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have less then 720p resolution and frame rate.,Conflict,180,8
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have a resolution and frame rate of 720p.,Conflict,180,9
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate.,Conflict,180,10
The UAV video recording shall have 720p resolution and frame rate.,The UAV photo shall have 720p resolution.,Conflict,180,11
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 480p resolution and frame rate.,Conflict,180,12
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 720p resolution and 60 fps rate (?).,Conflict,180,13
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 4K resolution and 60Hz frame rate.,Conflict,180,14
The UAV video recording shall have 720p resolution and frame rate.,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,Neutral,180,15
The UAV video recording shall have 720p resolution and frame rate.,The UAV shall send the Pilot information about weather that impacts the mission.,Neutral,180,16
The UAV video recording shall have 720p resolution and frame rate.,These are the vendor requirements for the Aviary System of Systems. ,Neutral,180,17
The UAV video recording shall have 720p resolution and frame rate.,The UAV video feed shall have 1080p resolution and frame rate.,Neutral,180,18
The UAV video recording shall have 720p resolution and frame rate.,The UAV flight range shall be no less than 20 miles.,Neutral,180,19
The UAV video recording shall have 720p resolution and frame rate.,The Aviary shall provide non-local surveillance from flight to a location within 20 miles of the origin. ,Neutral,180,20
The UAV video recording shall have 720p resolution and frame rate.,A single adult shall be able to move the UAV. ,Neutral,180,21
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall exclude motion artifacts for fast and moderate speed elements in its visual field.,Conflict,181,1
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate and fast speed elements in its visual field.,Conflict,181,2
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for elements up to a moderate speed in its visual field.,Conflict,181,3
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict,181,4
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV video feed shall be free of motion artifacts in the medium speed elements of the field of view.,Conflict,181,5
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall contain motion artifacts for fast and moderate speed elements in its visual field. ,Conflict,181,6
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field. ,Conflict,181,7
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for slow and high speed elements in its visual field.,Conflict,181,8
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Conflict,181,9
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV audio feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict,181,10
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed has to be free of motion artifacts for slow and moderate speed elements in its visual field.,Conflict,181,11
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for moderate speed elements in its visual field.,Conflict,181,12
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall have no motion artifacts for slow and moderate speed elements in its visual field.,Conflict,181,13
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV visual feed shall be free of motion artifacts for elements in its visual field that move at no more than 44 feet per second.,Conflict,181,14
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Neutral,181,15
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,Communication along the flight and platform should be secure from hacking and eavesdropping.,Neutral,181,16
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The Pilot shall be able to fly the UAV in any direction with respect to the UAV's position.,Neutral,181,17
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The UAV shall be able to manually follow a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neutral,181,18
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The Pilot controller shall be able to request the Hummingbird to return to its starting position by itself.,Neutral,181,19
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The aircraft shall be known as the Blackbird.,Neutral,181,20
The UAV visual feed shall be free of motion artifacts for fast and moderate speed elements in its visual field.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 50-mile radius of the pilot station.,Neutral,181,21
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time Infared camera capability,Conflict,182,1
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a day time FLIR camera capability,Conflict,182,2
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time Infra-red camera capability,Conflict,182,3
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time IR camera capability,Conflict,182,4
The UAV visual feed shall have a night time heat sensing camera capability,The UAV video feed shall include infrared camera capabilities.,Conflict,182,5
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed may include a night time IR camera capability. ,Conflict,182,6
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time IR camera capacity,Conflict,182,7
